,Rk,Player,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Year
7,8,Andrew Taylor,31.0,1.0,327.0,4.2,6.1,0.68,4.2,6.1,0.68,0.0,0.0,,2.3,3.1,0.76,6.1,1.3,1.0,0.6,2.1,7.5,10.6,xavier,2011
8,9,Dante Jackson,32.0,32.0,1130.0,2.9,8.1,0.361,1.0,2.1,0.45,2.0,6.0,0.329,1.1,1.5,0.721,3.5,2.2,1.5,0.2,1.4,3.0,9.0,xavier,2011
9,10,Jay Canty,17.0,0.0,125.0,3.2,7.7,0.417,2.9,4.8,0.6,0.3,2.9,0.111,1.3,1.6,0.8,4.5,0.6,1.3,0.6,1.6,3.2,8.0,xavier,2011
10,11,Kevin Feeney,14.0,0.0,45.0,0.9,2.7,0.333,0.0,0.0,,0.9,2.7,0.333,1.8,5.3,0.333,10.7,0.9,1.8,0.0,2.7,4.4,4.4,xavier,2011
11,12,Jordan Latham,16.0,0.0,76.0,2.1,6.8,0.308,2.1,6.8,0.308,0.0,0.0,,0.0,1.1,0.0,6.3,0.5,0.5,1.1,1.1,4.7,4.2,xavier,2011
12,13,Joe Hughes,8.0,0.0,11.0,0.0,7.3,0.0,0.0,0.0,,0.0,7.3,0.0,0.0,0.0,,3.6,3.6,3.6,0.0,0.0,0.0,0.0,xavier,2011
0,1,JaMychal Green,26.0,22.0,760.0,7.2,13.1,0.546,7.1,12.6,0.561,0.1,0.5,0.2,4.7,6.8,0.69,10.1,2.4,1.0,2.1,3.7,4.3,19.1,alabama,2012
1,2,Tony Mitchell,22.0,21.0,684.0,6.8,15.2,0.45,5.5,10.9,0.505,1.3,4.3,0.311,1.9,3.0,0.615,9.1,2.3,1.3,1.8,2.4,3.6,16.9,alabama,2012
2,3,Trevor Releford,32.0,30.0,1001.0,5.3,10.9,0.482,4.4,7.9,0.563,0.8,3.1,0.273,3.9,4.8,0.817,3.9,3.5,2.6,0.1,2.5,3.3,15.3,alabama,2012
3,4,Charles Hankerson,30.0,1.0,338.0,4.3,11.8,0.36,2.4,6.0,0.392,1.9,5.8,0.327,2.5,3.6,0.7,5.4,2.2,2.0,0.1,2.1,4.6,12.9,alabama,2012
4,5,Nick Jacobs,32.0,14.0,615.0,5.5,10.6,0.515,5.5,10.6,0.515,0.0,0.0,,1.8,3.1,0.583,7.5,0.3,0.6,1.6,2.2,4.2,12.7,alabama,2012
5,6,Rodney Cooper,31.0,13.0,526.0,4.3,11.1,0.384,2.7,5.9,0.468,1.5,5.2,0.29,2.0,2.4,0.839,5.6,1.2,1.5,0.3,2.7,3.6,12.0,alabama,2012
6,7,Trevor Lacey,33.0,16.0,815.0,3.9,9.4,0.414,2.4,4.3,0.545,1.5,5.1,0.301,2.5,3.1,0.797,4.9,2.9,1.4,0.1,2.7,2.2,11.8,alabama,2012
7,8,Andrew Steele,19.0,10.0,487.0,3.0,6.1,0.486,2.6,5.0,0.525,0.3,1.1,0.308,4.0,5.2,0.778,6.2,4.2,1.4,0.1,2.5,3.4,10.3,alabama,2012
8,9,Levi Randolph,33.0,31.0,894.0,3.6,9.3,0.385,2.7,6.1,0.445,0.9,3.2,0.268,1.6,2.7,0.59,5.8,2.5,1.5,0.2,1.4,2.6,9.6,alabama,2012
9,10,Keon Blackledge,4.0,0.0,18.0,4.4,6.7,0.667,4.4,4.4,1.0,0.0,2.2,0.0,0.0,0.0,,4.4,6.7,0.0,2.2,2.2,8.9,8.9,alabama,2012
10,11,Moussa Gueye,12.0,4.0,96.0,2.1,5.4,0.385,2.1,5.4,0.385,0.0,0.0,,3.3,5.0,0.667,9.2,0.8,0.0,4.6,7.1,9.2,7.5,alabama,2012
11,12,Carl Engstrom,25.0,2.0,208.0,2.1,4.4,0.478,2.1,4.4,0.478,0.0,0.0,,0.8,1.9,0.4,8.5,0.8,0.4,2.9,2.3,7.7,5.0,alabama,2012
12,13,Ben Eblen,29.0,1.0,207.0,0.8,3.5,0.222,0.8,2.9,0.267,0.0,0.6,0.0,0.2,0.6,0.333,2.9,2.9,1.4,0.0,1.4,3.7,1.7,alabama,2012
0,1,Pierre Jackson,38.0,20.0,1172.0,5.9,12.9,0.46,3.6,7.1,0.502,2.4,5.8,0.408,3.6,4.4,0.822,3.8,7.6,2.3,0.1,4.6,3.0,17.8,baylor,2012
1,2,Perry Jones,33.0,33.0,1013.0,7.2,14.4,0.5,6.8,13.1,0.52,0.4,1.3,0.303,2.8,4.0,0.696,10.0,1.7,1.1,0.8,2.2,3.0,17.6,baylor,2012
2,3,Quincy Miller,37.0,35.0,903.0,6.1,13.7,0.447,5.0,10.6,0.475,1.1,3.1,0.348,4.1,5.0,0.816,8.1,2.3,1.1,1.1,2.9,3.1,17.4,baylor,2012
3,4,Quincy Acy,38.0,38.0,1130.0,5.6,9.7,0.577,5.5,9.5,0.576,0.1,0.2,0.6,4.8,6.2,0.782,10.0,1.3,1.2,2.5,2.5,4.1,16.1,baylor,2012
4,5,Brady Heslip,38.0,37.0,1028.0,4.9,10.8,0.455,1.0,2.2,0.456,3.9,8.6,0.455,1.4,1.5,0.921,2.0,1.4,0.9,0.0,0.7,2.0,15.1,baylor,2012
5,6,Anthony Jones,37.0,7.0,541.0,5.5,11.5,0.481,3.9,7.0,0.564,1.6,4.6,0.355,1.5,2.5,0.588,8.0,1.2,1.8,0.4,2.1,1.2,14.2,baylor,2012
6,7,Cory Jefferson,34.0,1.0,357.0,5.3,10.1,0.522,5.3,9.9,0.534,0.0,0.2,0.0,3.0,5.0,0.6,10.1,0.3,0.9,4.7,1.7,5.0,13.6,baylor,2012
7,8,Deuce Bello,30.0,0.0,310.0,4.4,9.2,0.479,4.0,7.1,0.564,0.4,2.1,0.188,3.6,6.5,0.56,7.5,1.4,2.1,0.9,3.4,6.6,12.8,baylor,2012
8,9,Fred Ellis,13.0,1.0,114.0,1.4,6.7,0.211,0.4,3.5,0.1,1.1,3.2,0.333,4.2,4.2,1.0,7.7,4.9,1.4,0.7,4.9,5.6,8.1,baylor,2012
9,10,Gary Franklin,27.0,0.0,275.0,2.8,9.0,0.306,0.1,1.2,0.125,2.6,7.9,0.333,0.0,0.3,0.0,2.3,3.8,0.4,0.1,2.2,5.1,8.1,baylor,2012
10,11,A.J. Walton,38.0,18.0,772.0,2.4,7.5,0.317,2.0,5.6,0.361,0.4,1.9,0.189,2.3,3.1,0.746,5.4,5.5,2.6,0.1,3.9,5.5,7.4,baylor,2012
11,12,Jacob Neubert,9.0,0.0,11.0,3.6,10.9,0.333,3.6,10.9,0.333,0.0,0.0,,0.0,0.0,,14.5,0.0,0.0,3.6,0.0,3.6,7.3,baylor,2012
0,1,Chad Lang,14.0,0.0,50.0,14.4,23.2,0.621,14.4,23.2,0.621,0.0,0.0,,0.0,2.4,0.0,9.6,0.0,0.8,2.4,4.0,8.8,28.8,belmont,2012
1,2,Scott Saunders,35.0,19.0,599.0,8.2,15.0,0.547,8.2,15.0,0.547,0.0,0.0,,7.5,9.8,0.762,11.7,0.9,1.0,1.7,2.6,5.7,23.9,belmont,2012
2,3,Spencer Turner,13.0,0.0,53.0,7.5,15.8,0.476,0.8,1.5,0.5,6.8,14.3,0.474,0.0,0.0,,3.0,3.0,0.8,0.0,0.8,0.0,21.9,belmont,2012
3,4,Kerron Johnson,34.0,34.0,972.0,6.0,11.5,0.518,5.0,8.3,0.599,1.0,3.2,0.308,6.3,8.3,0.766,4.3,7.3,2.0,0.0,3.3,3.3,19.3,belmont,2012
4,5,Ian Clark,34.0,33.0,937.0,6.4,14.3,0.451,2.5,4.6,0.546,3.9,9.7,0.405,1.6,1.9,0.822,3.8,3.4,1.4,0.1,1.9,2.9,18.4,belmont,2012
5,6,Mick Hedgepeth,35.0,33.0,800.0,6.3,11.8,0.532,6.3,11.4,0.548,0.0,0.4,0.0,4.3,6.6,0.656,9.9,0.9,1.0,0.9,2.3,4.9,16.8,belmont,2012
6,7,Blake Jenkins,33.0,14.0,506.0,5.8,10.9,0.536,5.1,8.9,0.58,0.7,2.1,0.346,3.2,5.0,0.635,8.1,2.1,1.0,0.9,3.1,5.2,15.6,belmont,2012
7,8,J.J. Mann,35.0,2.0,762.0,5.5,13.6,0.402,3.1,6.2,0.5,2.4,7.4,0.319,2.0,2.4,0.848,6.7,3.3,1.9,0.0,2.2,2.5,15.3,belmont,2012
8,9,Drew Hanlen,35.0,34.0,1101.0,4.3,9.2,0.464,0.8,2.1,0.404,3.4,7.1,0.482,1.8,2.5,0.714,4.3,4.9,1.3,0.0,2.2,1.4,13.7,belmont,2012
9,10,Reece Chamberlain,31.0,0.0,200.0,3.8,7.6,0.5,1.4,3.0,0.467,2.4,4.6,0.522,1.2,1.6,0.75,7.0,3.0,2.4,0.0,2.4,4.4,11.2,belmont,2012
10,11,Adam Barnes,35.0,2.0,358.0,3.8,6.6,0.576,3.4,5.8,0.577,0.4,0.8,0.571,2.9,3.7,0.788,4.9,2.9,1.1,0.4,2.0,3.2,10.9,belmont,2012
11,12,Trevor Noack,28.0,0.0,222.0,3.8,9.9,0.382,2.7,4.9,0.556,1.1,5.0,0.214,1.8,2.2,0.833,8.3,1.6,1.3,1.3,2.3,4.7,10.5,belmont,2012
12,13,Brandon Baker,33.0,3.0,432.0,3.1,8.6,0.355,1.8,3.1,0.576,1.3,5.6,0.233,0.6,1.2,0.538,8.1,3.2,1.8,0.6,1.5,4.7,8.1,belmont,2012
13,14,Holden Mobley,14.0,0.0,37.0,1.1,6.5,0.167,1.1,1.1,1.0,0.0,5.4,0.0,5.4,6.5,0.833,7.6,6.5,2.2,0.0,4.3,5.4,7.6,belmont,2012
14,15,Seth Cavera,10.0,0.0,20.0,0.0,2.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,belmont,2012
0,1,Noah Hartsock,34.0,32.0,1049.0,8.2,14.6,0.565,7.8,13.2,0.588,0.5,1.3,0.343,4.9,5.8,0.842,6.5,1.9,1.1,2.1,2.0,2.6,21.8,brigham young,2012
1,2,Brandon Davies,35.0,35.0,1002.0,7.8,15.2,0.516,7.8,15.0,0.517,0.0,0.1,0.333,5.5,8.4,0.662,10.7,2.9,2.0,1.9,4.0,4.6,21.2,brigham young,2012
2,3,Matt Carlino,25.0,24.0,692.0,6.4,15.8,0.401,4.0,8.7,0.46,2.4,7.2,0.331,2.5,3.4,0.759,4.3,6.6,2.1,0.4,4.3,3.4,17.6,brigham young,2012
3,4,Stephen Rogers,18.0,2.0,245.0,6.7,14.4,0.466,4.1,6.9,0.595,2.6,7.5,0.348,1.6,2.4,0.667,4.9,3.8,1.5,1.0,2.3,3.1,17.6,brigham young,2012
4,5,Charles Abouo,35.0,35.0,937.0,5.4,12.3,0.441,3.6,7.5,0.486,1.8,4.8,0.372,3.8,5.1,0.739,9.3,3.8,1.7,0.4,2.6,3.9,16.4,brigham young,2012
5,6,Damarcus Harrison,30.0,0.0,265.0,5.6,16.5,0.339,3.6,9.1,0.4,2.0,7.4,0.265,1.5,2.9,0.526,4.5,2.3,2.0,0.2,3.8,3.6,14.6,brigham young,2012
6,7,Nate Austin,35.0,1.0,450.0,5.2,9.5,0.542,4.5,7.5,0.607,0.6,2.0,0.304,1.8,3.5,0.513,11.7,1.7,0.8,1.3,1.8,8.4,12.7,brigham young,2012
7,8,Brock Zylstra,34.0,28.0,959.0,4.0,8.9,0.455,2.0,3.3,0.588,2.1,5.5,0.376,1.6,2.5,0.644,6.1,2.7,1.7,0.3,2.0,2.5,11.8,brigham young,2012
8,9,Anson Winder,34.0,15.0,551.0,3.5,9.5,0.366,1.7,3.4,0.489,1.8,6.1,0.298,1.9,3.0,0.634,3.8,4.1,2.5,0.2,2.3,2.9,10.7,brigham young,2012
9,10,Nick Martineau,19.0,0.0,53.0,3.8,9.8,0.385,1.5,6.0,0.25,2.3,3.8,0.6,0.8,1.5,0.5,5.3,4.5,1.5,0.0,2.3,1.5,10.6,brigham young,2012
10,11,Craig Cusick,35.0,3.0,588.0,2.2,6.1,0.371,0.7,2.1,0.355,1.5,3.9,0.379,1.5,2.3,0.647,3.5,5.0,2.0,0.0,1.7,2.7,7.5,brigham young,2012
11,12,Josh Sharp,28.0,0.0,197.0,1.8,4.7,0.391,1.6,3.7,0.444,0.2,1.0,0.2,2.8,4.7,0.609,7.7,2.4,0.8,0.6,2.4,4.3,6.7,brigham young,2012
12,13,Chris Collinsworth,2.0,0.0,12.0,0.0,6.7,0.0,0.0,3.3,0.0,0.0,3.3,0.0,0.0,0.0,,3.3,3.3,0.0,3.3,10.0,10.0,0.0,brigham young,2012
0,1,Allen Crabbe,34.0,33.0,1158.0,6.2,14.3,0.431,3.3,7.2,0.464,2.9,7.2,0.399,2.6,3.1,0.843,6.7,2.5,0.6,0.7,1.8,1.7,17.8,california,2012
1,2,Jorge Gutierrez,33.0,33.0,1062.0,5.9,13.3,0.444,5.0,10.5,0.475,0.9,2.9,0.329,3.4,4.6,0.744,6.6,5.1,1.5,0.2,2.9,3.0,16.2,california,2012
2,3,Justin Cobbs,34.0,27.0,1096.0,5.3,11.4,0.466,4.4,9.1,0.48,0.9,2.3,0.413,4.0,5.0,0.801,3.8,6.2,1.3,0.1,2.5,1.7,15.6,california,2012
3,4,Harper Kamp,34.0,34.0,1018.0,6.0,11.0,0.546,6.0,10.7,0.557,0.0,0.3,0.143,3.4,4.4,0.761,7.0,2.3,0.7,0.5,2.9,3.9,15.4,california,2012
4,5,Richard Solomon,13.0,8.0,236.0,4.4,9.7,0.456,4.4,8.6,0.51,0.0,1.0,0.0,4.4,6.9,0.634,13.7,0.3,1.4,2.7,2.0,4.4,13.2,california,2012
5,6,Robert Thurman,30.0,0.0,336.0,6.1,9.5,0.638,6.1,9.5,0.638,0.0,0.0,,1.1,2.3,0.474,6.8,0.5,0.0,0.5,1.4,2.9,13.2,california,2012
6,7,Alex Rossi,3.0,0.0,16.0,5.0,12.5,0.4,2.5,2.5,1.0,2.5,10.0,0.25,0.0,0.0,,2.5,2.5,0.0,0.0,2.5,2.5,12.5,california,2012
7,8,David Kravish,34.0,24.0,834.0,4.7,7.9,0.594,4.7,7.9,0.594,0.0,0.0,,1.8,2.6,0.691,9.1,0.9,0.5,2.0,1.4,3.7,11.2,california,2012
8,9,Jeff Powers,19.0,0.0,90.0,3.6,9.3,0.381,1.3,3.1,0.429,2.2,6.2,0.357,1.8,2.2,0.8,3.6,0.9,0.0,0.0,2.7,5.3,11.1,california,2012
9,10,Bak Bak,29.0,0.0,185.0,5.0,9.3,0.535,5.0,9.3,0.535,0.0,0.0,,1.1,1.5,0.714,8.4,0.2,0.9,0.6,1.5,3.5,11.0,california,2012
10,11,Emerson Murray,27.0,0.0,178.0,3.6,9.7,0.372,1.6,3.4,0.467,2.0,6.3,0.321,1.1,1.8,0.625,4.7,2.5,1.1,0.2,2.2,2.2,10.3,california,2012
11,12,Raffi Chalian,11.0,0.0,16.0,2.5,12.5,0.2,2.5,7.5,0.333,0.0,5.0,0.0,5.0,7.5,0.667,2.5,2.5,5.0,0.0,0.0,0.0,10.0,california,2012
12,13,Christian Behrens,9.0,0.0,41.0,3.9,9.8,0.4,3.9,9.8,0.4,0.0,0.0,,2.0,4.9,0.4,8.8,0.0,0.0,1.0,1.0,2.0,9.8,california,2012
13,14,Rob Filley,10.0,0.0,17.0,2.4,9.4,0.25,2.4,7.1,0.333,0.0,2.4,0.0,2.4,4.7,0.5,2.4,0.0,2.4,0.0,4.7,2.4,7.1,california,2012
14,15,Brandon Smith,31.0,11.0,517.0,2.2,6.4,0.337,1.7,4.8,0.355,0.5,1.6,0.286,1.9,2.9,0.676,2.9,5.1,1.5,0.0,4.1,3.6,6.7,california,2012
0,1,Sean Kilpatrick,37.0,37.0,1277.0,5.8,13.5,0.428,2.9,5.9,0.497,2.9,7.7,0.376,2.1,2.8,0.75,5.3,2.4,1.5,0.4,1.8,1.5,16.5,cincinnati,2012
1,2,Dion Dixon,37.0,37.0,1266.0,5.0,13.6,0.371,3.5,7.9,0.45,1.5,5.7,0.261,3.7,5.2,0.699,4.0,2.4,1.9,0.5,2.1,1.4,15.2,cincinnati,2012
2,3,Yancy Gates,31.0,29.0,993.0,6.3,13.3,0.474,6.2,13.1,0.475,0.1,0.2,0.4,2.6,4.3,0.604,11.2,0.9,0.9,1.2,1.4,3.1,15.2,cincinnati,2012
3,4,Alex Eppensteiner,8.0,0.0,17.0,4.7,9.4,0.5,2.4,4.7,0.5,2.4,4.7,0.5,2.4,4.7,0.5,4.7,4.7,0.0,0.0,4.7,9.4,14.1,cincinnati,2012
4,5,Jaquon Parker,30.0,24.0,798.0,5.0,11.9,0.416,3.7,8.4,0.435,1.3,3.5,0.371,2.9,4.2,0.679,8.4,1.9,0.9,0.1,1.6,2.8,14.1,cincinnati,2012
5,6,Cashmere Wright,37.0,36.0,1156.0,5.2,12.6,0.409,3.0,6.7,0.443,2.2,5.9,0.371,1.5,2.2,0.667,4.8,5.8,2.6,0.1,2.9,2.8,13.9,cincinnati,2012
6,7,Jeremiah Davis,27.0,0.0,213.0,4.9,12.4,0.394,2.6,6.6,0.4,2.3,5.8,0.387,0.8,1.7,0.444,4.7,2.6,2.4,0.2,3.0,3.8,12.8,cincinnati,2012
7,8,Octavius Ellis,3.0,0.0,25.0,3.2,8.0,0.4,3.2,8.0,0.4,0.0,0.0,,4.8,6.4,0.75,8.0,1.6,3.2,3.2,4.8,1.6,11.2,cincinnati,2012
8,9,Justin Jackson,37.0,20.0,780.0,3.9,7.6,0.52,3.9,7.2,0.546,0.0,0.4,0.0,1.7,3.3,0.523,8.0,2.0,1.7,3.1,2.8,5.9,9.6,cincinnati,2012
9,10,Ge'Lawn Guyn,32.0,0.0,322.0,3.4,8.6,0.391,2.2,4.5,0.5,1.1,4.1,0.273,1.1,1.7,0.643,3.2,2.5,2.2,0.0,2.4,4.5,8.9,cincinnati,2012
10,11,Jermaine Sanders,28.0,0.0,238.0,2.7,7.1,0.381,1.5,3.9,0.391,1.2,3.2,0.368,1.5,3.0,0.5,5.5,2.4,0.2,0.3,2.2,1.8,8.1,cincinnati,2012
11,12,Cheikh Mbodji,28.0,1.0,271.0,3.0,7.8,0.377,2.8,7.7,0.365,0.1,0.1,1.0,1.0,2.7,0.389,8.9,0.6,0.4,2.8,1.0,6.9,7.1,cincinnati,2012
12,13,Kelvin Gaines,17.0,1.0,145.0,1.7,4.1,0.4,1.7,4.1,0.4,0.0,0.0,,0.6,1.7,0.333,10.5,0.6,1.4,6.3,2.2,7.4,3.9,cincinnati,2012
0,1,Wes Eikmeier,32.0,32.0,1046.0,6.3,15.8,0.403,4.2,10.1,0.422,2.1,5.7,0.369,4.1,4.7,0.878,2.3,2.5,1.0,0.1,2.6,2.6,18.9,colorado state,2012
1,2,Greg Smith,30.0,19.0,679.0,5.7,13.0,0.439,4.6,10.3,0.446,1.1,2.7,0.413,4.1,5.7,0.722,9.1,1.6,0.5,0.8,3.6,4.3,16.7,colorado state,2012
2,3,Chad Calcaterra,15.0,0.0,52.0,6.2,8.5,0.727,6.2,8.5,0.727,0.0,0.0,,3.8,7.7,0.5,9.2,0.8,0.8,0.8,3.1,4.6,16.2,colorado state,2012
3,4,Dorian Green,32.0,32.0,1076.0,4.9,10.2,0.482,3.0,5.7,0.526,1.9,4.5,0.426,3.8,4.6,0.831,4.2,2.9,1.0,0.1,2.2,2.7,15.6,colorado state,2012
4,5,Will Bell,31.0,28.0,769.0,4.7,9.1,0.517,4.7,9.1,0.517,0.0,0.0,,4.0,4.8,0.837,6.2,0.8,0.5,0.8,2.3,4.7,13.4,colorado state,2012
5,6,Pierce Hornung,26.0,17.0,708.0,5.4,8.3,0.653,5.2,7.5,0.697,0.2,0.8,0.267,1.9,3.3,0.559,12.8,2.5,2.8,0.7,2.0,4.5,12.9,colorado state,2012
6,7,Dwight Smith,30.0,8.0,475.0,3.9,7.9,0.489,3.3,6.3,0.52,0.6,1.6,0.368,4.5,6.6,0.692,5.1,2.4,1.0,0.8,2.2,6.2,12.9,colorado state,2012
7,8,Jesse Carr,32.0,5.0,822.0,3.8,8.2,0.464,2.6,5.4,0.482,1.2,2.8,0.431,2.4,3.4,0.725,5.2,4.2,1.1,0.1,2.6,3.6,11.2,colorado state,2012
8,9,Kaipo Sabas,29.0,18.0,671.0,2.6,5.6,0.468,1.0,1.9,0.531,1.6,3.7,0.435,1.1,1.4,0.826,3.9,2.0,1.0,0.0,2.1,2.7,8.0,colorado state,2012
9,10,Trevor Williams,14.0,1.0,92.0,2.2,4.8,0.455,2.2,4.8,0.455,0.0,0.0,,0.4,0.9,0.5,6.5,0.0,0.0,0.9,3.0,5.2,4.8,colorado state,2012
10,11,Cody Mann,17.0,0.0,85.0,0.9,7.1,0.133,0.9,6.1,0.154,0.0,0.9,0.0,2.8,3.8,0.75,4.2,3.8,0.9,0.0,1.9,4.7,4.7,colorado state,2012
0,1,Carlon Brown,36.0,36.0,1027.0,6.6,14.7,0.447,4.9,9.3,0.529,1.7,5.5,0.307,2.8,3.9,0.723,5.3,2.8,1.1,0.4,2.7,2.3,17.7,colorado,2012
1,2,Askia Booker,35.0,1.0,754.0,5.5,13.7,0.402,4.0,9.6,0.414,1.5,4.1,0.372,4.2,5.6,0.762,5.1,2.6,1.4,0.1,3.2,3.2,16.8,colorado,2012
2,3,Austin Dufault,36.0,35.0,975.0,6.2,12.8,0.486,5.3,10.1,0.518,0.9,2.6,0.359,3.0,4.3,0.689,6.5,1.4,0.8,0.4,1.9,3.9,16.3,colorado,2012
3,4,Andre Roberson,36.0,35.0,1087.0,5.5,10.7,0.51,4.8,8.9,0.537,0.7,1.8,0.38,3.8,6.1,0.614,14.8,1.5,1.7,2.5,2.4,3.1,15.4,colorado,2012
4,5,Beau Webb,6.0,1.0,16.0,5.0,5.0,1.0,0.0,0.0,,5.0,5.0,1.0,0.0,0.0,,5.0,0.0,0.0,0.0,2.5,2.5,15.0,colorado,2012
5,6,Spencer Dinwiddie,36.0,36.0,988.0,4.0,10.0,0.402,2.3,6.1,0.38,1.7,3.9,0.438,4.9,6.0,0.816,5.3,2.6,1.1,0.4,2.0,3.4,14.6,colorado,2012
6,7,Ben Mills,7.0,0.0,21.0,5.7,9.5,0.6,5.7,9.5,0.6,0.0,0.0,,1.9,5.7,0.333,15.2,0.0,0.0,0.0,5.7,3.8,13.3,colorado,2012
7,8,Trey Eckloff,8.0,0.0,21.0,3.8,13.3,0.286,1.9,9.5,0.2,1.9,3.8,0.5,0.0,0.0,,5.7,5.7,0.0,1.9,3.8,3.8,9.5,colorado,2012
8,9,Jeremy Adams,31.0,1.0,306.0,2.6,8.4,0.313,2.2,5.6,0.395,0.4,2.7,0.143,3.5,5.2,0.675,5.6,1.0,0.9,0.1,3.3,6.3,9.2,colorado,2012
9,10,Shane Harris-Tunks,36.0,1.0,461.0,3.3,6.9,0.475,3.3,6.9,0.475,0.0,0.0,,1.9,3.6,0.537,6.9,1.6,1.0,0.9,3.8,5.6,8.5,colorado,2012
10,11,Sabatino Chen,35.0,0.0,346.0,3.5,6.6,0.526,3.5,5.3,0.652,0.0,1.3,0.0,1.2,2.0,0.588,4.0,1.7,1.4,0.5,1.8,4.0,8.1,colorado,2012
11,12,Nate Tomlinson,36.0,34.0,1068.0,2.2,5.8,0.39,0.9,1.8,0.49,1.3,3.9,0.343,1.6,2.3,0.705,2.7,4.0,1.2,0.0,2.2,2.4,7.5,colorado,2012
12,13,Shannon Sharpe,16.0,0.0,103.0,1.9,5.8,0.333,1.6,4.7,0.333,0.4,1.2,0.333,2.7,7.4,0.368,6.2,3.1,0.4,1.2,4.3,3.1,7.0,colorado,2012
13,14,Damiene Cain,7.0,0.0,52.0,2.3,3.1,0.75,2.3,3.1,0.75,0.0,0.0,,1.5,3.1,0.5,6.9,0.0,0.0,1.5,6.2,4.6,6.2,colorado,2012
0,1,Jeremy Lamb,34.0,34.0,1266.0,6.9,14.3,0.478,4.6,7.7,0.601,2.2,6.7,0.336,3.1,3.8,0.81,5.2,1.8,1.3,0.7,2.1,1.8,19.1,connecticut,2012
1,2,Shabazz Napier,34.0,31.0,1191.0,4.6,11.8,0.389,2.6,6.2,0.418,2.0,5.6,0.355,3.7,5.0,0.743,4.0,6.6,1.9,0.3,3.2,2.9,14.8,connecticut,2012
2,3,Andre Drummond,34.0,30.0,967.0,6.5,12.1,0.538,6.5,12.0,0.541,0.0,0.1,0.0,1.1,3.6,0.295,10.6,0.6,1.2,3.8,2.2,3.1,14.1,connecticut,2012
3,4,Ryan Boatright,25.0,8.0,753.0,4.7,11.1,0.421,3.3,7.4,0.443,1.4,3.7,0.377,3.1,4.5,0.69,4.4,5.3,1.5,0.3,3.0,2.0,13.8,connecticut,2012
4,5,Alex Oriakhi,34.0,28.0,731.0,5.1,10.3,0.495,5.1,10.3,0.495,0.0,0.0,,2.2,3.9,0.569,8.9,0.5,0.2,2.5,2.2,3.3,12.4,connecticut,2012
5,6,DeAndre Daniels,31.0,12.0,376.0,3.3,9.7,0.341,2.0,4.4,0.463,1.3,5.3,0.24,2.1,2.7,0.8,6.9,1.6,1.2,1.9,2.3,3.3,10.0,connecticut,2012
6,7,Roscoe Smith,33.0,14.0,601.0,3.5,8.3,0.424,3.1,6.4,0.479,0.5,1.9,0.241,2.2,3.4,0.647,7.5,0.5,0.5,1.3,1.9,2.8,9.7,connecticut,2012
7,8,Tyler Olander,34.0,9.0,600.0,3.7,8.4,0.444,3.7,8.1,0.455,0.1,0.3,0.2,2.0,2.9,0.682,8.7,2.7,0.8,1.1,2.1,4.0,9.5,connecticut,2012
8,9,Niels Giffey,30.0,4.0,350.0,2.9,6.4,0.446,1.8,4.0,0.457,1.0,2.4,0.429,2.2,2.7,0.792,5.1,1.5,1.1,0.6,1.5,3.5,8.9,connecticut,2012
9,10,Enosch Wolf,8.0,0.0,10.0,4.0,16.0,0.25,4.0,16.0,0.25,0.0,0.0,,0.0,0.0,,24.0,0.0,0.0,4.0,0.0,12.0,8.0,connecticut,2012
10,11,Brendan Allen,9.0,0.0,19.0,2.1,10.5,0.2,2.1,2.1,1.0,0.0,8.4,0.0,0.0,0.0,,4.2,2.1,0.0,2.1,4.2,6.3,4.2,connecticut,2012
11,12,Kyle Bailey,3.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,connecticut,2012
12,13,P.J. Cochrane,2.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,connecticut,2012
13,14,Benjamin Stewart,3.0,0.0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,13.3,0.0,connecticut,2012
14,15,Ethan Waite,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,80.0,40.0,0.0,connecticut,2012
0,1,Doug McDermott,35.0,35.0,1117.0,11.0,18.3,0.601,9.1,14.3,0.633,1.9,4.0,0.486,4.8,6.0,0.796,10.3,1.3,0.3,0.1,2.8,2.2,28.7,creighton,2012
1,2,Ross Ferrarini,12.0,0.0,26.0,6.2,18.5,0.333,1.5,3.1,0.5,4.6,15.4,0.3,0.0,0.0,,7.7,1.5,3.1,0.0,1.5,1.5,16.9,creighton,2012
2,3,Ethan Wragge,35.0,0.0,561.0,5.3,12.6,0.418,0.6,1.1,0.5,4.7,11.5,0.41,1.1,1.4,0.842,6.8,0.9,0.8,0.4,0.9,4.1,16.4,creighton,2012
